,Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value,Continent
4434,Namibia,1998,Female,Not applicable,Percent,23.85224,Africa
5661,South Africa,2001,Male,Not applicable,Percent,23.86072,Africa
6192,Tunisia,1976,Male,Not applicable,Percent,23.8668,Africa
6035,Togo,2000,Male,Not applicable,Percent,23.89126,Africa
2666,Guinea,2003,All genders,Not applicable,Percent,24.05586,Africa
6018,Togo,2007,Male,Not applicable,Percent,24.08711,Africa
840,Botswana,1996,All genders,Not applicable,Percent,24.09316,Africa
1797,Djibouti,1993,All genders,Not applicable,Percent,24.12,Africa
1791,Djibouti,2012,All genders,Not applicable,Percent,24.13672,Africa
3892,Mali,2001,All genders,Not applicable,Percent,24.156660000000002,Africa
5748,Sudan,2009,All genders,Not applicable,Percent,24.176470000000002,Africa
620,Benin,2000,All genders,Not applicable,Percent,24.260720000000003,Africa
3870,Mali,2009,Female,Not applicable,Percent,24.28204,Africa
3880,Mali,2005,Male,Not applicable,Percent,24.30888,Africa
4249,Morocco,2005,Male,Not applicable,Percent,24.30901,Africa
4245,Morocco,2007,Female,Not applicable,Percent,24.31604,Africa
4576,Niger,2007,Female,Not applicable,Percent,24.32819,Africa
6162,Tunisia,1989,Male,Not applicable,Percent,24.32858,Africa
2520,Ghana,2008,Male,Not applicable,Percent,24.34166,Africa
113,Algeria,1990,All genders,Not applicable,Percent,24.38576,Africa
4259,Morocco,2002,All genders,Not applicable,Percent,24.40824,Africa
4269,Morocco,1999,Female,Not applicable,Percent,24.44315,Africa
4658,Nigeria,2005,Male,Not applicable,Percent,24.47839,Africa
3867,Mali,2010,All genders,Not applicable,Percent,24.50689,Africa
850,Botswana,1992,Female,Not applicable,Percent,24.527910000000002,Africa
5817,Swaziland,1998,Female,Not applicable,Percent,24.550910000000002,Africa
5453,Senegal,1990,Male,Not applicable,Percent,24.55472,Africa
5656,South Africa,2002,Male,Not applicable,Percent,24.66151,Africa
6024,Togo,2004,Male,Not applicable,Percent,24.707060000000002,Africa
5802,Swaziland,2004,Female,Not applicable,Percent,24.83624,Africa
4254,Morocco,2004,Male,Not applicable,Percent,24.870620000000002,Africa
4268,Morocco,1999,All genders,Not applicable,Percent,24.91029,Africa
3466,Lesotho,2011,Female,Not applicable,Percent,24.92534,Africa
107,Algeria,1992,All genders,Not applicable,Percent,24.94585,Africa
2362,Gambia,2003,All genders,Not applicable,Percent,24.96491,Africa
5376,Sao Tome and Principe,2007,All genders,Not applicable,Percent,24.971770000000003,Africa
2367,Gambia,2000,Female,Not applicable,Percent,24.9859,Africa
6546,Zambia,2005,All genders,Not applicable,Percent,24.99395,Africa
5655,South Africa,2003,Male,Not applicable,Percent,25.018729999999998,Africa
4258,Morocco,2002,Female,Not applicable,Percent,25.01931,Africa
6153,Tunisia,1994,Female,Not applicable,Percent,25.08057,Africa
6579,Zambia,1975,Male,Not applicable,Percent,25.11015,Africa
109,Algeria,1991,Male,Not applicable,Percent,25.19823,Africa
5373,Sao Tome and Principe,2008,Female,Not applicable,Percent,25.22061,Africa
4267,Morocco,1999,Male,Not applicable,Percent,25.24945,Africa
3882,Mali,2004,Female,Not applicable,Percent,25.26127,Africa
5790,Swaziland,2012,All genders,Not applicable,Percent,25.29459,Africa
6157,Tunisia,1990,Male,Not applicable,Percent,25.29886,Africa
2340,Gambia,2013,Male,Not applicable,Percent,25.36212,Africa
4264,Morocco,2000,Female,Not applicable,Percent,25.41565,Africa
5392,Sao Tome and Principe,1985,All genders,Not applicable,Percent,25.455029999999997,Africa
5433,Senegal,2002,Male,Not applicable,Percent,25.655170000000002,Africa
841,Botswana,1995,All genders,Not applicable,Percent,25.71548,Africa
1796,Djibouti,1994,All genders,Not applicable,Percent,25.73412,Africa
2648,Guinea,2009,Male,Not applicable,Percent,25.74703,Africa
6543,Zambia,2006,All genders,Not applicable,Percent,25.80678,Africa
2064,Eritrea,2004,Female,Not applicable,Percent,25.86564,Africa
2053,Eritrea,2008,Male,Not applicable,Percent,25.87377,Africa
847,Botswana,1993,All genders,Not applicable,Percent,25.94742,Africa
3239,Kenya,2003,Male,Not applicable,Percent,25.98687,Africa
3485,Lesotho,2004,Female,Not applicable,Percent,25.99849,Africa
2660,Guinea,2005,All genders,Not applicable,Percent,26.01073,Africa
4575,Niger,2007,All genders,Not applicable,Percent,26.03289,Africa
4420,Namibia,2004,Male,Not applicable,Percent,26.05057,Africa
118,Algeria,1988,Male,Not applicable,Percent,26.12728,Africa
2363,Gambia,2003,Male,Not applicable,Percent,26.13318,Africa
1798,Djibouti,1992,All genders,Not applicable,Percent,26.18458,Africa
6541,Zambia,2007,Female,Not applicable,Percent,26.27577,Africa
4250,Morocco,2005,All genders,Not applicable,Percent,26.29382,Africa
2062,Eritrea,2005,All genders,Not applicable,Percent,26.2966,Africa
4417,Namibia,2005,Male,Not applicable,Percent,26.40415,Africa
3869,Mali,2010,Female,Not applicable,Percent,26.4222,Africa
2345,Gambia,2012,Male,Not applicable,Percent,26.4445,Africa
5796,Swaziland,2006,Female,Not applicable,Percent,26.44828,Africa
3879,Mali,2005,All genders,Not applicable,Percent,26.4784,Africa
3887,Mali,2003,Female,Not applicable,Percent,26.48531,Africa
2067,Eritrea,2003,Female,Not applicable,Percent,26.585829999999998,Africa
2056,Eritrea,2007,All genders,Not applicable,Percent,26.66115,Africa
4424,Namibia,2003,All genders,Not applicable,Percent,26.66648,Africa
5459,Senegal,1988,Male,Not applicable,Percent,26.672209999999996,Africa
4265,Morocco,2000,All genders,Not applicable,Percent,26.722379999999998,Africa
6188,Tunisia,1977,All genders,Not applicable,Percent,26.731840000000002,Africa
3575,Liberia,2008,Male,Not applicable,Percent,26.74284,Africa
2664,Guinea,2004,Male,Not applicable,Percent,26.86035,Africa
2051,Eritrea,2008,All genders,Not applicable,Percent,26.867379999999997,Africa
4659,Nigeria,2004,Male,Not applicable,Percent,26.887320000000003,Africa
5456,Senegal,1989,All genders,Not applicable,Percent,27.03448,Africa
4661,Nigeria,2004,All genders,Not applicable,Percent,27.038890000000002,Africa
2344,Gambia,2012,All genders,Not applicable,Percent,27.03985,Africa
5430,Senegal,2003,Male,Not applicable,Percent,27.070870000000003,Africa
2368,Gambia,2000,All genders,Not applicable,Percent,27.076159999999998,Africa
4574,Niger,2007,Male,Not applicable,Percent,27.141540000000003,Africa
851,Botswana,1991,Female,Not applicable,Percent,27.15765,Africa
110,Algeria,1991,All genders,Not applicable,Percent,27.187440000000002,Africa
4660,Nigeria,2004,Female,Not applicable,Percent,27.228509999999996,Africa
3238,Kenya,2003,All genders,Not applicable,Percent,27.2489,Africa
3467,Lesotho,2010,Female,Not applicable,Percent,27.25347,Africa
6021,Togo,2005,Female,Not applicable,Percent,27.27458,Africa
3473,Lesotho,2008,Female,Not applicable,Percent,27.312520000000003,Africa
1951,Egypt,1986,All genders,Not applicable,Percent,27.37505,Africa
3876,Mali,2007,Female,Not applicable,Percent,27.375890000000002,Africa
4253,Morocco,2004,All genders,Not applicable,Percent,27.383029999999998,Africa
117,Algeria,1989,Female,Not applicable,Percent,27.49346,Africa
5666,South Africa,1998,Female,Not applicable,Percent,27.54696,Africa
2343,Gambia,2012,Female,Not applicable,Percent,27.58284,Africa
106,Algeria,1992,Female,Not applicable,Percent,27.5939,Africa
5749,Sudan,2009,Female,Not applicable,Percent,27.618509999999997,Africa
124,Algeria,1986,Male,Not applicable,Percent,27.76752,Africa
2519,Ghana,2008,All genders,Not applicable,Percent,27.76977,Africa
4266,Morocco,2000,Male,Not applicable,Percent,27.77095,Africa
5431,Senegal,2003,All genders,Not applicable,Percent,27.78857,Africa
5788,Swaziland,2012,Male,Not applicable,Percent,27.81012,Africa
2030,Equatorial Guinea,2011,Male,Not applicable,Percent,27.83645,Africa
856,Botswana,1990,Female,Not applicable,Percent,27.84435,Africa
2354,Gambia,2007,Female,Not applicable,Percent,27.858079999999998,Africa
4435,Namibia,1998,All genders,Not applicable,Percent,27.87177,Africa
6547,Zambia,2005,Female,Not applicable,Percent,27.900309999999998,Africa
2031,Equatorial Guinea,2011,All genders,Not applicable,Percent,27.930640000000004,Africa
2032,Equatorial Guinea,2011,Female,Not applicable,Percent,27.943009999999997,Africa
4578,Niger,2006,Male,Not applicable,Percent,27.976609999999997,Africa
123,Algeria,1987,Male,Not applicable,Percent,27.985490000000002,Africa
2052,Eritrea,2008,Female,Not applicable,Percent,28.03528,Africa
5452,Senegal,1992,Male,Not applicable,Percent,28.070459999999997,Africa
112,Algeria,1990,Female,Not applicable,Percent,28.19152,Africa
5374,Sao Tome and Principe,2007,Female,Not applicable,Percent,28.195959999999996,Africa
6158,Tunisia,1990,All genders,Not applicable,Percent,28.207279999999997,Africa
5797,Swaziland,2006,All genders,Not applicable,Percent,28.298340000000003,Africa
6588,Zimbabwe,1998,Male,Not applicable,Percent,28.321270000000002,Africa
618,Benin,2001,Male,Not applicable,Percent,28.341279999999998,Africa
6028,Togo,2003,All genders,Not applicable,Percent,28.375429999999998,Africa
4251,Morocco,2005,Female,Not applicable,Percent,28.439120000000003,Africa
6161,Tunisia,1989,All genders,Not applicable,Percent,28.47774,Africa
1800,Djibouti,1988,All genders,Not applicable,Percent,28.516340000000003,Africa
4621,Niger,1985,Male,Not applicable,Percent,28.527509999999996,Africa
5432,Senegal,2002,All genders,Not applicable,Percent,28.53712,Africa
5429,Senegal,2003,Female,Not applicable,Percent,28.553079999999998,Africa
3240,Kenya,2003,Female,Not applicable,Percent,28.59621,Africa
4567,Niger,2010,Male,Not applicable,Percent,28.60582,Africa
2532,Ghana,1992,Male,Not applicable,Percent,28.62738,Africa
2657,Guinea,2006,Female,Not applicable,Percent,28.65762,Africa
6552,Zambia,1998,Male,Not applicable,Percent,28.684420000000003,Africa
6587,Zimbabwe,1998,All genders,Not applicable,Percent,28.708029999999997,Africa
3484,Lesotho,2005,Female,Not applicable,Percent,28.76574,Africa
2369,Gambia,2000,Male,Not applicable,Percent,28.81372,Africa
5803,Swaziland,2004,All genders,Not applicable,Percent,28.81718,Africa
1799,Djibouti,1991,All genders,Not applicable,Percent,28.83401,Africa
4255,Morocco,2003,Male,Not applicable,Percent,28.97887,Africa
2048,Eritrea,2009,Male,Not applicable,Percent,29.054190000000002,Africa
5805,Swaziland,2002,Female,Not applicable,Percent,29.08158,Africa
6586,Zimbabwe,1998,Female,Not applicable,Percent,29.12183,Africa
3506,Lesotho,1997,Female,Not applicable,Percent,29.125770000000003,Africa
1792,Djibouti,2012,Female,Not applicable,Percent,29.216070000000002,Africa
130,Algeria,1981,Male,Not applicable,Percent,29.2228,Africa
119,Algeria,1988,All genders,Not applicable,Percent,29.2259,Africa
6555,Zambia,1983,All genders,Not applicable,Percent,29.30438,Africa
4620,Niger,1985,All genders,Not applicable,Percent,29.321820000000002,Africa
3881,Mali,2005,Female,Not applicable,Percent,29.34934,Africa
129,Algeria,1982,Male,Not applicable,Percent,29.368709999999997,Africa
1449,Congo,2007,Male,Not applicable,Percent,29.397040000000004,Africa
2665,Guinea,2004,All genders,Not applicable,Percent,29.457959999999996,Africa
1448,Congo,2007,Female,Not applicable,Percent,29.463390000000004,Africa
111,Algeria,1991,Female,Not applicable,Percent,29.47223,Africa
3889,Mali,2002,Male,Not applicable,Percent,29.483220000000003,Africa
4270,Morocco,1998,Female,Not applicable,Percent,29.48664,Africa
6551,Zambia,1999,Male,Not applicable,Percent,29.5083,Africa
1103,Cameroon,2011,Female,Not applicable,Percent,29.550159999999998,Africa
2662,Guinea,2005,Female,Not applicable,Percent,29.577679999999997,Africa
4589,Niger,2000,Male,Not applicable,Percent,29.581999999999997,Africa
1005,Burundi,1992,Male,Not applicable,Percent,29.59327,Africa
6560,Zambia,1982,All genders,Not applicable,Percent,29.67287,Africa
1450,Congo,2007,All genders,Not applicable,Percent,29.70908,Africa
3893,Mali,2001,Female,Not applicable,Percent,29.717679999999998,Africa
839,Botswana,1996,Male,Not applicable,Percent,29.74366,Africa
6034,Togo,2000,All genders,Not applicable,Percent,29.760040000000004,Africa
4295,Morocco,1990,Male,Not applicable,Percent,29.81778,Africa
857,Botswana,1989,Female,Not applicable,Percent,29.81985,Africa
1950,Egypt,1987,All genders,Not applicable,Percent,29.82385,Africa
6191,Tunisia,1976,All genders,Not applicable,Percent,29.8514,Africa
4581,Niger,2003,Male,Not applicable,Percent,29.862240000000003,Africa
2392,Gambia,1989,All genders,Not applicable,Percent,29.86957,Africa
6156,Tunisia,1993,Male,Not applicable,Percent,29.91007,Africa
2353,Gambia,2007,All genders,Not applicable,Percent,29.9523,Africa
4252,Morocco,2004,Female,Not applicable,Percent,30.05262,Africa
5665,South Africa,1998,All genders,Not applicable,Percent,30.08203,Africa
4272,Morocco,1998,All genders,Not applicable,Percent,30.09883,Africa
4577,Niger,2006,All genders,Not applicable,Percent,30.12952,Africa
1794,Djibouti,1997,All genders,Not applicable,Percent,30.23256,Africa
1102,Cameroon,2011,All genders,Not applicable,Percent,30.245179999999998,Africa
6011,Togo,2011,Male,Not applicable,Percent,30.357509999999998,Africa
5795,Swaziland,2006,Male,Not applicable,Percent,30.389909999999997,Africa
2395,Gambia,1987,All genders,Not applicable,Percent,30.397759999999998,Africa
2061,Eritrea,2005,Female,Not applicable,Percent,30.406240000000004,Africa
5378,Sao Tome and Principe,2004,Male,Not applicable,Percent,30.457559999999997,Africa
6566,Zambia,1980,All genders,Not applicable,Percent,30.550490000000003,Africa
4271,Morocco,1998,Male,Not applicable,Percent,30.55054,Africa
6025,Togo,2004,All genders,Not applicable,Percent,30.556259999999998,Africa
4256,Morocco,2003,All genders,Not applicable,Percent,30.590559999999996,Africa
848,Botswana,1992,All genders,Not applicable,Percent,30.6176,Africa
4573,Niger,2008,Male,Not applicable,Percent,30.63767,Africa
6019,Togo,2007,All genders,Not applicable,Percent,30.658659999999998,Africa
6561,Zambia,1981,All genders,Not applicable,Percent,30.66794,Africa
4566,Niger,2010,All genders,Not applicable,Percent,30.67039,Africa
3471,Lesotho,2009,All genders,Not applicable,Percent,30.701929999999997,Africa
4619,Niger,1985,Female,Not applicable,Percent,30.749990000000004,Africa
843,Botswana,1994,Male,Not applicable,Percent,30.76548,Africa
862,Botswana,1988,Female,Not applicable,Percent,30.79425,Africa
4582,Niger,2003,All genders,Not applicable,Percent,30.839090000000002,Africa
2668,Guinea,2003,Female,Not applicable,Percent,30.84191,Africa
1101,Cameroon,2011,Male,Not applicable,Percent,30.850859999999997,Africa
981,Burundi,2008,All genders,Not applicable,Percent,30.88955,Africa
5455,Senegal,1990,All genders,Not applicable,Percent,30.89609,Africa
4591,Niger,2000,All genders,Not applicable,Percent,30.94135,Africa
2050,Eritrea,2009,All genders,Not applicable,Percent,30.98078,Africa
1110,Cameroon,2008,Female,Not applicable,Percent,30.99597,Africa
5377,Sao Tome and Principe,2004,All genders,Not applicable,Percent,31.089709999999997,Africa
2538,Ghana,1981,Male,Not applicable,Percent,31.09647,Africa
4296,Morocco,1990,All genders,Not applicable,Percent,31.1338,Africa
1112,Cameroon,2008,All genders,Not applicable,Percent,31.16115,Africa
122,Algeria,1987,All genders,Not applicable,Percent,31.2021,Africa
2521,Ghana,2008,Female,Not applicable,Percent,31.304940000000002,Africa
1111,Cameroon,2008,Male,Not applicable,Percent,31.32041,Africa
2055,Eritrea,2007,Female,Not applicable,Percent,31.36678,Africa
6159,Tunisia,1990,Female,Not applicable,Percent,31.41889,Africa
6567,Zambia,1979,All genders,Not applicable,Percent,31.435,Africa
4423,Namibia,2003,Male,Not applicable,Percent,31.44013,Africa
2557,Ghana,1975,Male,Not applicable,Percent,31.538690000000003,Africa
985,Burundi,2006,Female,Not applicable,Percent,31.54702,Africa
125,Algeria,1986,All genders,Not applicable,Percent,31.6208,Africa
5434,Senegal,2002,Female,Not applicable,Percent,31.63216,Africa
5379,Sao Tome and Principe,2004,Female,Not applicable,Percent,31.65845,Africa
6030,Togo,2002,Male,Not applicable,Percent,31.69505,Africa
4433,Namibia,1998,Male,Not applicable,Percent,31.7743,Africa
619,Benin,2001,All genders,Not applicable,Percent,31.7846,Africa
6155,Tunisia,1993,All genders,Not applicable,Percent,31.794420000000002,Africa
1795,Djibouti,1996,All genders,Not applicable,Percent,31.915229999999998,Africa
5371,Sao Tome and Principe,2008,All genders,Not applicable,Percent,31.970059999999997,Africa
5397,Sao Tome and Principe,1981,All genders,Not applicable,Percent,31.98368,Africa
128,Algeria,1982,All genders,Not applicable,Percent,32.04739,Africa
2352,Gambia,2007,Male,Not applicable,Percent,32.1064,Africa
2653,Guinea,2008,Male,Not applicable,Percent,32.148379999999996,Africa
2425,Gambia,1975,Male,Not applicable,Percent,32.151309999999995,Africa
863,Botswana,1987,All genders,Not applicable,Percent,32.15995,Africa
3511,Lesotho,1996,Female,Not applicable,Percent,32.17176,Africa
3518,Lesotho,1993,Female,Not applicable,Percent,32.17565,Africa
4580,Niger,2003,Female,Not applicable,Percent,32.22262,Africa
3577,Liberia,2008,All genders,Not applicable,Percent,32.2345,Africa
4257,Morocco,2003,Female,Not applicable,Percent,32.315220000000004,Africa
1003,Burundi,1992,All genders,Not applicable,Percent,32.32602,Africa
846,Botswana,1993,Male,Not applicable,Percent,32.44948,Africa
5667,South Africa,1998,Male,Not applicable,Percent,32.522729999999996,Africa
5801,Swaziland,2004,Male,Not applicable,Percent,32.564409999999995,Africa
6180,Tunisia,1980,Male,Not applicable,Percent,32.5814,Africa
3495,Lesotho,2001,Female,Not applicable,Percent,32.59814,Africa
3459,Lesotho,2013,All genders,Not applicable,Percent,32.64052,Africa
2663,Guinea,2004,Female,Not applicable,Percent,32.66937,Africa
5791,Swaziland,2010,All genders,Not applicable,Percent,32.69063,Africa
3491,Lesotho,2002,All genders,Not applicable,Percent,32.773270000000004,Africa
6570,Zambia,1978,All genders,Not applicable,Percent,32.81116,Africa
6016,Togo,2009,Female,Not applicable,Percent,32.82918,Africa
