"Country or Area","Year","Area","Sex","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Switzerland","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","8139631","70"
"Switzerland","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","8089345.5","70"
"Switzerland","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","8039060",""
"Switzerland","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","7954662",""
"Switzerland","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","7996861",""
"Switzerland","2011","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2012","8035391",""
"Switzerland","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2012","7954662",""
"Switzerland","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","7912398",""
"Switzerland","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","7824909",""
"Syrian Arab Republic","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","21124000","101"
"Syrian Arab Republic","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","20619000","101"
"Tajikistan","2014","Total","Both Sexes","Estimate - de facto","Provisional figure","2014","8200000",""
"Tajikistan","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","8074266",""
"Tajikistan","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","7897312.5",""
"Tajikistan","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","7714198",""
"Tajikistan","2010","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2012","7564502",""
"Tajikistan","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","7519280",""
"TFYR of Macedonia","2014","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","2065769",""
"TFYR of Macedonia","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","2064031.5",""
"TFYR of Macedonia","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","2062294",""
"TFYR of Macedonia","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","2061044",""
"TFYR of Macedonia","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","2058539",""
"TFYR of Macedonia","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2011","2055004",""
"TFYR of Macedonia","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2010","2052722",""
"Thailand","2015","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","62316000","8"
"Thailand","2014","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","68610000","8"
"Thailand","2012","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2013","67911720","8"
"Thailand","2011","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2013","67598735","8"
"Thailand","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2012","65981659",""
"Thailand","2010","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2011","67311917","8"
"Timor-Leste","2010","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2013","1066409",""
"Togo","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2015","6191155",""
"Tokelau","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","1383",""
"Tokelau","2011","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2013","1205",""
"Tokelau","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","1411","102"
"Tonga","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2014","103252",""
"Trinidad and Tobago","2014","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","1345343","15"
"Trinidad and Tobago","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","1340557","15"
"Trinidad and Tobago","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","1335194","15"
"Trinidad and Tobago","2011","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2014","1332901",""
"Trinidad and Tobago","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2014","1328019",""
"Trinidad and Tobago","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2011","1317714","78"
"Tunisia","2014","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2015","10982754.0000059",""
"Tunisia","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","10886500",""
"Tunisia","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","10777500",""
"Tunisia","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","10673800",""
"Tunisia","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","10547100",""
"Turkey","2015","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","77738000","103"
"Turkey","2014","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","76903000","103"
"Turkey","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","76147624",""
"Turkey","2013","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","76667864","103"
"Turkey","2013","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2013","76481847","103"
"Turkey","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","75175826.5",""
"Turkey","2012","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","74885000","103"
"Turkey","2012","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","75627384","103"
"Turkey","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","74526000","83,104"
"Turkey","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2012","74223629",""
"Turkey","2011","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","73950000","103"
"Turkey","2011","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","74724269","103"
"Turkey","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2012","73142150",""
"Turkey","2010","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","73003000","103"
"Turkey","2010","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","73722988","103"
"Turks and Caicos Islands","2012","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2014","31458",""
"Turks and Caicos Islands","2010","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2011","40357",""
"Tuvalu","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","10900",""
"Tuvalu","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","11206",""
"Uganda","2014","Total","Both Sexes","Census - de facto - complete tabulation","Provisional figure","2015","34856813",""
"Uganda","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","34131400",""
"Uganda","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","32939800",""
"Uganda","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","31784600",""
"Ukraine","2014","Total","Both Sexes","Estimate - de facto","Provisional figure","2014","42988026","105"
"Ukraine","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","45553047",""
"Ukraine","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","45372692",""
"Ukraine","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","45309293",""
"Ukraine","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","45593342",""
"Ukraine","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","45633637",""
"Ukraine","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","45412987",""
"Ukraine","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","45453282",""
"Ukraine","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","45706086",""
"Ukraine","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","45778534",""
"Ukraine","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","45525731",""
"Ukraine","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","45598179",""
"Ukraine","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","45870741",""
"Ukraine","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","45962947",""
"Ukraine","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","45690386",""
"Ukraine","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","45782592",""
"United Arab Emirates","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","8264070","106"
"United Kingdom of Great Britain and Northern Ireland","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","64308261","45,107"
"United Kingdom of Great Britain and Northern Ireland","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","64102166","45,107"
"United Kingdom of Great Britain and Northern Ireland","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","63896071","107"
"United Kingdom of Great Britain and Northern Ireland","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","63495303","107"
"United Kingdom of Great Britain and Northern Ireland","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","63705030","107"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2014","63379787","107"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2014","63182178","107,108"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","63285145","107"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","63022532","107"
"United Kingdom of Great Britain and Northern Ireland","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","62510197","107"
"United Kingdom of Great Britain and Northern Ireland","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","62759456","107"
"United Republic of Tanzania","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","47132580","48"
"United Republic of Tanzania","2012","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2013","44928923","109"
"United Republic of Tanzania","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","45798475","48"
"United Republic of Tanzania","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","44484857","48"
"United Republic of Tanzania","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","43187823","48"
"United States of America","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","316128839","33,110"
"United States of America","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","313914040","33,110"
"United States of America","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","311587816","33,110"
"United States of America","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","308745538",""
"United States of America","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","309326225","33,110"
"United States Virgin Islands","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","106405","3"
"United States Virgin Islands","2010","Total","Both Sexes","Estimate - de jure","Provisional figure","2011","110000","3"
"Uruguay","2015","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","3467053.82236771","8"
"Uruguay","2014","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","3453690.50875466","8"
"Uruguay","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","3440156.83983843","8"
"Uruguay","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","3426466.16858145","8"
"Uruguay","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2012","3286314",""
"Uruguay","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","3412636.08299754",""
"Uruguay","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","3396705.64196918",""
"Uzbekistan","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","30492800",""
"Uzbekistan","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","29993500",""
"Uzbekistan","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","29555400",""
"Uzbekistan","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","29123400",""
"Uzbekistan","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","28001400",""
"Vanuatu","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","264652",""
"Vanuatu","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","244847",""
"Vanuatu","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","244847",""
"Vanuatu","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","239374",""
"Venezuela (Bolivarian Republic of)","2015","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","30620404",""
"Venezuela (Bolivarian Republic of)","2014","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","30206307",""
"Venezuela (Bolivarian Republic of)","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","29786263",""
"Venezuela (Bolivarian Republic of)","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","29365451",""
"Venezuela (Bolivarian Republic of)","2011","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2013","27227930",""
"Venezuela (Bolivarian Republic of)","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","28944070",""
"Venezuela (Bolivarian Republic of)","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","28524411",""
"Viet Nam","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","90728941",""
"Viet Nam","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","89708892",""
"Viet Nam","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","88772884",""
"Viet Nam","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","87840038",""
"Viet Nam","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","86932527",""
"Wallis and Futuna Islands","2013","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2014","12197",""
"Yemen","2014","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","25955919","8"
"Yemen","2013","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","25235079.4931562","8"
"Yemen","2012","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","24526703.0014898","8"
"Yemen","2011","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","23832569.0910365","8"
"Yemen","2010","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2013","23153982","8"
"Zambia","2015","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","15473905","8"
"Zambia","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","15023315","8"
"Zambia","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","14580290","8"
"Zambia","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","14145327","8"
"Zambia","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","13718722","8"
"Zambia","2010","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2014","12526314",""
"Zambia","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2014","13092666",""
"Zimbabwe","2012","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2014","13061239",""

"footnoteSeqID","Footnote"
"1","Data refer to the settled population based on the 1979 Population Census and the latest household prelisting. The refugees of Afghanistan in Iran, Pakistan, and an estimated 1.5 million nomads, are not included."
"2","Population statistics are compiled from registers."
"3","Including armed forces stationed in the area."
"4","Decrease in population due to revision in administrative registers."
"5","Data refer to projections based on the 2010 Population and Housing Census."
"6","Including population in off-shore, migratory and shipping."
"7","This data has been randomly rounded to protect confidentiality. Individual figures may not add up to totals, and values for the same data may vary in different tables."
"8","Data refer to national projections."
"9","Data have been adjusted for underenumeration."
"10","Data refer to projections based on the 2010 Population Census."
"11","Bermuda is 100 per cent urban."
"12","Data refer to projected figures based on the Population and Housing Census 2005 (district projection)."
"13","Data based on the 2011 Census."
"14","Data include persons in remote areas, military personnel outside the country, merchant seamen at sea, civilian seasonal workers outside the country, and other civilians outside the country, and exclude nomads, foreign military, civilian aliens temporarily in the country, transients on ships and Indian jungle population."
"15","Based on the results of the 2011 Population Census."
"16","Data based on the 2008 Population Census."
"17","Excluding foreign diplomatic personnel and their dependants."
"18","Based on the results of the Cambodia Intercensal Population Survey. Data exclude foreign diplomatic personnel and their dependants."
"19","Preliminary postcensal estimates."
"20","Updated postcensal estimates."
"21","Final postcensal estimates."
"22","Final intercensal estimates."
"23","Excluding the institutional population."
"24","Data have been estimated on the basis of the annual National Sample Survey on Population Changes."
"25","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan province of China."
"26","Data have been adjusted on the basis of the Population Census of 2010."
"27","Data are from Communique of the National Bureau of Statistics of the People's Republic of China on Major Figures of the 2010 Population Census (No.1)."
"28","Data refer to Hong Kong resident population at the census moment, which covers usual residents and mobile residents. Usual residents refer to two categories of people: (1) Hong Kong permanent residents who had stayed in Hong Kong for at least three months during the six months before or for at least three months during the six months after the census moment, regardless of whether they were in Hong Kong or not at the census moment; and (2) Hong Kong non-permanent residents who were in Hong Kong at the census moment. Mobile Residents, they are Hong Kong permanent residents  who had stayed in Hong Kong for at least one month but less than three months during the six months before or for at least one month but less than three months during the six months after the census moment, regardless of whether they were in Hong Kong or not at the census moment."
"29","Data are revised projections taking into consideration also the results of the 2005 census."
"30","Excluding Niue, shown separately, which is part of Cook Islands, but because of remoteness is administered separately."
"31","Data refer to projections based on the 2011 Population Census."
"32","Based on the national household surveys 2010-2014 and the 2011 population census."
"33","Postcensal estimates."
"34","Intercensal estimates."
"35","Data refer to government controlled areas."
"36","Data refer to annual average population."
"37","Excluding Faeroe Islands and Greenland shown separately, if available."
"38","Data are calculated from the results of the Population and Housing Census of 2009."
"39","Excludes nomadic Indian tribes."
"40","Estimates based on the 2007 Population Census."
"41","Projections are prepared by the Secretariat of the Pacific Community based on the last population and housing census."
"42","Excluding Åland Islands."
"43","Excluding diplomatic personnel outside the country and including members of alien armed forces not living in military camps and foreign diplomatic personnel not living in embassies or consulates."
"44","Excluding military personnel, visitors and transients."
"45","Data refer to usually resident population."
"46","Excluding armed forces stationed outside the country, but including alien armed forces stationed in the area."
"47","Excluding data for Saint Barthélémy and Saint Martin."
"48","Projections based on the 2002 Population Census."
"49","Projections produced by l’Institut Haïtien de Statistique et d’Informatique (IHSI) and the Latin American and Caribbean Demographic Centre (CELADE) - Population Division of ECLAC."
"50","Data refer to the Vatican City State."
"51","The population figure is 451 persons."
"52","Including nationals outside the country."
"53","The population figure is 466 persons."
"54","The population figure is 460 persons."
"55","Data refer to projections based on the 2001 Population Census."
"56","Data refer to registered resident population."
"57","Definition of localities was revised in 2011 causing a break with the previous series."
"58","Data refer to projections based on the 2001 Population Census."
"59","Includes data for the Indian-held part of Jammu and Kashmir, the final status of which has not yet been determined."
"60","Data are based on the publication: "Indonesia Population Projection 2010-2035""
"61","Data refer to the Iranian Year which begins on 21 March and ends on 20 March of the following year."
"62","Includes data for East Jerusalem and Israeli residents in certain other territories under occupation by Israeli military forces since June 1967."
"63","Excluding diplomatic personnel outside the country and foreign military and civilian personnel and their dependants stationed in the area."
"64","Estimates based on the complete counts of the 2010 Population Census."
"65","Excluding data for Jordanian territory under occupation since June 1967 by Israeli military forces. Excluding foreigners, including registered Palestinian refugees."
"66","Post-censal estimates based on the 2009 Population Census."
"67","Estimates based on the population census data of 2005 and 2011."
"68","Based on the results of the 2005 Population and Housing Census."
"69","Source: Living conditions of household survey, October 2011 to September 2012."
"70","Data refer to legal resident population."
"71","Revised data."
"72","Estimates based on the adjusted Population and Housing Census of 2010."
"73","Data refer to projections based on the 2006 Population Census."
"74","Including civilian nationals temporarily outside the country."
"75","Projections are prepared by the Secretariat of the Pacific Community based on 1999 census of population and housing."
"76","Including nomadic population."
"77","Excludes the islands of St. Brandon and Agalega."
"78","Based on the results of the 2000 Population Census."
"79","Including an estimation of 1 334 585 persons corresponding to 448 195 housing units without information of the occupants."
"80","Based on the results of the 2004 Population Census."
"81","Data refer to enumerated population."
"82","Based on the results of the 2014 Population Census."
"83","Because of rounding, totals are not in all cases the sum of the respective components."
"84","Based on the results of the 2012 Population and Housing Census."
"85","Including residents temporarily outside the country."
"86","Data refer to registered population data from Royal Oman Police."
"87","Excluding data for the Pakistan-held part of Jammu and Kashmir, the final status of which has not yet been determined."
"88","Excluding 2739 Filipinos in Philippine Embassies, Consulates and Missions Abroad."
"89","Excluding civilian aliens within the country, but including civilian nationals temporarily outside the country."
"90","Based on the results of the 2010 Population Census."
"91","Excluding usual residents not in the country at the time of census."
"92","Excluding Transnistria and the municipality of Bender."
"93","Data are projections based on the 2008 Population and Housing Census."
"94","Data based on the preliminary results of the 2010 Population and Housing Census."
"95","Excludes data for Kosovo and Metohia."
"96","Data exclude residents who have been away from Singapore for a continuous period of 12 months or longer as at the reference date."
"97","Data refer to resident population which comprises Singapore citizens and permanent residents."
"98","Data are based on the latest register-based population estimates for 2010."
"99","Urban and rural breakdown not applicable as Singapore is a city-state."
"100","The data for urban and rural exclude the nationals temporarily outside the country."
"101","Including Palestinian refugees."
"102","Data includes Tokelaun Public Service employees and their immediate families based in Apia but excludes non-residents present at the time of the census."
"103","Data based on address-based population registration system."
"104","Based on a sample taken at the time of census."
"105","The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol."
"106","Data include non-national population."
"107","Excluding Channel Islands (Guernsey and Jersey) and Isle of Man, shown separately, if available."
"108","Usual residents in England, Wales and Northern Ireland were defined as persons who have been living in the United Kingdom or intend to stay in the United Kingdom for 12 months or more. Usual residents in Scotland are those whose total length of stay in the UK has been or will be six months or more."
"109","Data have not been adjusted for underenumeration, estimated at 7 per cent."
"110","Excluding U.S. Armed Forces overseas and civilian U.S. citizens whose usual place of residence is outside the United States."
