,Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value,Year_x,Value,Notes,Continent,Sub Group,Year_y,Population
242,Argentina,2002,Male,Not applicable,Percent,20.341079999999998,2010,97.8,,South America,Rural Female,2000.0,1817243.0
243,Argentina,2002,Male,Not applicable,Percent,20.341079999999998,2010,97.8,,South America,Rural Male,2000.0,2064546.0
244,Argentina,2002,Male,Not applicable,Percent,20.341079999999998,2001,97.2,,South America,Rural Female,2000.0,1817243.0
245,Argentina,2002,Male,Not applicable,Percent,20.341079999999998,2001,97.2,,South America,Rural Male,2000.0,2064546.0
246,Argentina,2002,Male,Not applicable,Percent,20.341079999999998,1991,96.1,,South America,Rural Female,2000.0,1817243.0
247,Argentina,2002,Male,Not applicable,Percent,20.341079999999998,1991,96.1,,South America,Rural Male,2000.0,2064546.0
248,Argentina,2002,Female,Not applicable,Percent,17.88949,2011,97.9,,South America,Rural Female,2000.0,1817243.0
249,Argentina,2002,Female,Not applicable,Percent,17.88949,2011,97.9,,South America,Rural Male,2000.0,2064546.0
250,Argentina,2002,Female,Not applicable,Percent,17.88949,2010,97.8,,South America,Rural Female,2000.0,1817243.0
251,Argentina,2002,Female,Not applicable,Percent,17.88949,2010,97.8,,South America,Rural Male,2000.0,2064546.0
252,Argentina,2002,Female,Not applicable,Percent,17.88949,2001,97.2,,South America,Rural Female,2000.0,1817243.0
253,Argentina,2002,Female,Not applicable,Percent,17.88949,2001,97.2,,South America,Rural Male,2000.0,2064546.0
254,Argentina,2002,Female,Not applicable,Percent,17.88949,1991,96.1,,South America,Rural Female,2000.0,1817243.0
255,Argentina,2002,Female,Not applicable,Percent,17.88949,1991,96.1,,South America,Rural Male,2000.0,2064546.0
256,Argentina,2002,All genders,Not applicable,Percent,19.1273,2011,97.9,,South America,Rural Female,2000.0,1817243.0
257,Argentina,2002,All genders,Not applicable,Percent,19.1273,2011,97.9,,South America,Rural Male,2000.0,2064546.0
258,Argentina,2002,All genders,Not applicable,Percent,19.1273,2010,97.8,,South America,Rural Female,2000.0,1817243.0
259,Argentina,2002,All genders,Not applicable,Percent,19.1273,2010,97.8,,South America,Rural Male,2000.0,2064546.0
260,Argentina,2002,All genders,Not applicable,Percent,19.1273,2001,97.2,,South America,Rural Female,2000.0,1817243.0
261,Argentina,2002,All genders,Not applicable,Percent,19.1273,2001,97.2,,South America,Rural Male,2000.0,2064546.0
262,Argentina,2002,All genders,Not applicable,Percent,19.1273,1991,96.1,,South America,Rural Female,2000.0,1817243.0
263,Argentina,2002,All genders,Not applicable,Percent,19.1273,1991,96.1,,South America,Rural Male,2000.0,2064546.0
264,Argentina,2001,All genders,Not applicable,Percent,10.067260000000001,2011,97.9,,South America,Rural Female,2000.0,1817243.0
265,Argentina,2001,All genders,Not applicable,Percent,10.067260000000001,2011,97.9,,South America,Rural Male,2000.0,2064546.0
266,Argentina,2001,All genders,Not applicable,Percent,10.067260000000001,2010,97.8,,South America,Rural Female,2000.0,1817243.0
267,Argentina,2001,All genders,Not applicable,Percent,10.067260000000001,2010,97.8,,South America,Rural Male,2000.0,2064546.0
268,Argentina,2001,All genders,Not applicable,Percent,10.067260000000001,2001,97.2,,South America,Rural Female,2000.0,1817243.0
269,Argentina,2001,All genders,Not applicable,Percent,10.067260000000001,2001,97.2,,South America,Rural Male,2000.0,2064546.0
270,Argentina,2001,All genders,Not applicable,Percent,10.067260000000001,1991,96.1,,South America,Rural Female,2000.0,1817243.0
271,Argentina,2001,All genders,Not applicable,Percent,10.067260000000001,1991,96.1,,South America,Rural Male,2000.0,2064546.0
272,Argentina,2001,Female,Not applicable,Percent,8.37175,2011,97.9,,South America,Rural Female,2000.0,1817243.0
273,Argentina,2001,Female,Not applicable,Percent,8.37175,2011,97.9,,South America,Rural Male,2000.0,2064546.0
274,Argentina,2001,Female,Not applicable,Percent,8.37175,2010,97.8,,South America,Rural Female,2000.0,1817243.0
275,Argentina,2001,Female,Not applicable,Percent,8.37175,2010,97.8,,South America,Rural Male,2000.0,2064546.0
276,Argentina,2001,Female,Not applicable,Percent,8.37175,2001,97.2,,South America,Rural Female,2000.0,1817243.0
277,Argentina,2001,Female,Not applicable,Percent,8.37175,2001,97.2,,South America,Rural Male,2000.0,2064546.0
278,Argentina,2001,Female,Not applicable,Percent,8.37175,1991,96.1,,South America,Rural Female,2000.0,1817243.0
279,Argentina,2001,Female,Not applicable,Percent,8.37175,1991,96.1,,South America,Rural Male,2000.0,2064546.0
280,Argentina,2001,Male,Not applicable,Percent,11.7227,2011,97.9,,South America,Rural Female,2000.0,1817243.0
281,Argentina,2001,Male,Not applicable,Percent,11.7227,2011,97.9,,South America,Rural Male,2000.0,2064546.0
282,Argentina,2001,Male,Not applicable,Percent,11.7227,2010,97.8,,South America,Rural Female,2000.0,1817243.0
283,Argentina,2001,Male,Not applicable,Percent,11.7227,2010,97.8,,South America,Rural Male,2000.0,2064546.0
284,Argentina,2001,Male,Not applicable,Percent,11.7227,2001,97.2,,South America,Rural Female,2000.0,1817243.0
285,Argentina,2001,Male,Not applicable,Percent,11.7227,2001,97.2,,South America,Rural Male,2000.0,2064546.0
286,Argentina,2001,Male,Not applicable,Percent,11.7227,1991,96.1,,South America,Rural Female,2000.0,1817243.0
287,Argentina,2001,Male,Not applicable,Percent,11.7227,1991,96.1,,South America,Rural Male,2000.0,2064546.0
288,Argentina,2000,Male,Not applicable,Percent,11.44289,2011,97.9,,South America,Rural Female,2000.0,1817243.0
289,Argentina,2000,Male,Not applicable,Percent,11.44289,2011,97.9,,South America,Rural Male,2000.0,2064546.0
290,Argentina,2000,Male,Not applicable,Percent,11.44289,2010,97.8,,South America,Rural Female,2000.0,1817243.0
291,Argentina,2000,Male,Not applicable,Percent,11.44289,2010,97.8,,South America,Rural Male,2000.0,2064546.0
292,Argentina,2000,Male,Not applicable,Percent,11.44289,2001,97.2,,South America,Rural Female,2000.0,1817243.0
293,Argentina,2000,Male,Not applicable,Percent,11.44289,2001,97.2,,South America,Rural Male,2000.0,2064546.0
294,Argentina,2000,Male,Not applicable,Percent,11.44289,1991,96.1,,South America,Rural Female,2000.0,1817243.0
295,Argentina,2000,Male,Not applicable,Percent,11.44289,1991,96.1,,South America,Rural Male,2000.0,2064546.0
296,Argentina,2000,Female,Not applicable,Percent,6.71692,2011,97.9,,South America,Rural Female,2000.0,1817243.0
297,Argentina,2000,Female,Not applicable,Percent,6.71692,2011,97.9,,South America,Rural Male,2000.0,2064546.0
298,Argentina,2000,Female,Not applicable,Percent,6.71692,2010,97.8,,South America,Rural Female,2000.0,1817243.0
299,Argentina,2000,Female,Not applicable,Percent,6.71692,2010,97.8,,South America,Rural Male,2000.0,2064546.0
300,Argentina,2000,Female,Not applicable,Percent,6.71692,2001,97.2,,South America,Rural Female,2000.0,1817243.0
301,Argentina,2000,Female,Not applicable,Percent,6.71692,2001,97.2,,South America,Rural Male,2000.0,2064546.0
302,Argentina,2000,Female,Not applicable,Percent,6.71692,1991,96.1,,South America,Rural Female,2000.0,1817243.0
303,Argentina,2000,Female,Not applicable,Percent,6.71692,1991,96.1,,South America,Rural Male,2000.0,2064546.0
304,Argentina,2000,All genders,Not applicable,Percent,9.12172,2011,97.9,,South America,Rural Female,2000.0,1817243.0
305,Argentina,2000,All genders,Not applicable,Percent,9.12172,2011,97.9,,South America,Rural Male,2000.0,2064546.0
306,Argentina,2000,All genders,Not applicable,Percent,9.12172,2010,97.8,,South America,Rural Female,2000.0,1817243.0
307,Argentina,2000,All genders,Not applicable,Percent,9.12172,2010,97.8,,South America,Rural Male,2000.0,2064546.0
308,Argentina,2000,All genders,Not applicable,Percent,9.12172,2001,97.2,,South America,Rural Female,2000.0,1817243.0
309,Argentina,2000,All genders,Not applicable,Percent,9.12172,2001,97.2,,South America,Rural Male,2000.0,2064546.0
310,Argentina,2000,All genders,Not applicable,Percent,9.12172,1991,96.1,,South America,Rural Female,2000.0,1817243.0
311,Argentina,2000,All genders,Not applicable,Percent,9.12172,1991,96.1,,South America,Rural Male,2000.0,2064546.0
312,Argentina,1999,All genders,Not applicable,Percent,11.33586,2011,97.9,,South America,Rural Female,2000.0,1817243.0
313,Argentina,1999,All genders,Not applicable,Percent,11.33586,2011,97.9,,South America,Rural Male,2000.0,2064546.0
314,Argentina,1999,All genders,Not applicable,Percent,11.33586,2010,97.8,,South America,Rural Female,2000.0,1817243.0
315,Argentina,1999,All genders,Not applicable,Percent,11.33586,2010,97.8,,South America,Rural Male,2000.0,2064546.0
316,Argentina,1999,All genders,Not applicable,Percent,11.33586,2001,97.2,,South America,Rural Female,2000.0,1817243.0
317,Argentina,1999,All genders,Not applicable,Percent,11.33586,2001,97.2,,South America,Rural Male,2000.0,2064546.0
318,Argentina,1999,All genders,Not applicable,Percent,11.33586,1991,96.1,,South America,Rural Female,2000.0,1817243.0
319,Argentina,1999,All genders,Not applicable,Percent,11.33586,1991,96.1,,South America,Rural Male,2000.0,2064546.0
320,Argentina,1999,Female,Not applicable,Percent,8.721789999999999,2011,97.9,,South America,Rural Female,2000.0,1817243.0
321,Argentina,1999,Female,Not applicable,Percent,8.721789999999999,2011,97.9,,South America,Rural Male,2000.0,2064546.0
322,Argentina,1999,Female,Not applicable,Percent,8.721789999999999,2010,97.8,,South America,Rural Female,2000.0,1817243.0
323,Argentina,1999,Female,Not applicable,Percent,8.721789999999999,2010,97.8,,South America,Rural Male,2000.0,2064546.0
324,Argentina,1999,Female,Not applicable,Percent,8.721789999999999,2001,97.2,,South America,Rural Female,2000.0,1817243.0
325,Argentina,1999,Female,Not applicable,Percent,8.721789999999999,2001,97.2,,South America,Rural Male,2000.0,2064546.0
326,Argentina,1999,Female,Not applicable,Percent,8.721789999999999,1991,96.1,,South America,Rural Female,2000.0,1817243.0
327,Argentina,1999,Female,Not applicable,Percent,8.721789999999999,1991,96.1,,South America,Rural Male,2000.0,2064546.0
328,Argentina,1999,Male,Not applicable,Percent,13.83646,2011,97.9,,South America,Rural Female,2000.0,1817243.0
329,Argentina,1999,Male,Not applicable,Percent,13.83646,2011,97.9,,South America,Rural Male,2000.0,2064546.0
330,Argentina,1999,Male,Not applicable,Percent,13.83646,2010,97.8,,South America,Rural Female,2000.0,1817243.0
331,Argentina,1999,Male,Not applicable,Percent,13.83646,2010,97.8,,South America,Rural Male,2000.0,2064546.0
332,Argentina,1999,Male,Not applicable,Percent,13.83646,2001,97.2,,South America,Rural Female,2000.0,1817243.0
333,Argentina,1999,Male,Not applicable,Percent,13.83646,2001,97.2,,South America,Rural Male,2000.0,2064546.0
334,Argentina,1999,Male,Not applicable,Percent,13.83646,1991,96.1,,South America,Rural Female,2000.0,1817243.0
335,Argentina,1999,Male,Not applicable,Percent,13.83646,1991,96.1,,South America,Rural Male,2000.0,2064546.0
336,Argentina,1998,Male,Not applicable,Percent,7.2990699999999995,2011,97.9,,South America,Rural Female,2000.0,1817243.0
337,Argentina,1998,Male,Not applicable,Percent,7.2990699999999995,2011,97.9,,South America,Rural Male,2000.0,2064546.0
338,Argentina,1998,Male,Not applicable,Percent,7.2990699999999995,2010,97.8,,South America,Rural Female,2000.0,1817243.0
339,Argentina,1998,Male,Not applicable,Percent,7.2990699999999995,2010,97.8,,South America,Rural Male,2000.0,2064546.0
340,Argentina,1998,Male,Not applicable,Percent,7.2990699999999995,2001,97.2,,South America,Rural Female,2000.0,1817243.0
341,Argentina,1998,Male,Not applicable,Percent,7.2990699999999995,2001,97.2,,South America,Rural Male,2000.0,2064546.0
342,Argentina,1998,Male,Not applicable,Percent,7.2990699999999995,1991,96.1,,South America,Rural Female,2000.0,1817243.0
343,Argentina,1998,Male,Not applicable,Percent,7.2990699999999995,1991,96.1,,South America,Rural Male,2000.0,2064546.0
344,Argentina,1998,Female,Not applicable,Percent,8.0855,2011,97.9,,South America,Rural Female,2000.0,1817243.0
345,Argentina,1998,Female,Not applicable,Percent,8.0855,2011,97.9,,South America,Rural Male,2000.0,2064546.0
346,Argentina,1998,Female,Not applicable,Percent,8.0855,2010,97.8,,South America,Rural Female,2000.0,1817243.0
347,Argentina,1998,Female,Not applicable,Percent,8.0855,2010,97.8,,South America,Rural Male,2000.0,2064546.0
348,Argentina,1998,Female,Not applicable,Percent,8.0855,2001,97.2,,South America,Rural Female,2000.0,1817243.0
349,Argentina,1998,Female,Not applicable,Percent,8.0855,2001,97.2,,South America,Rural Male,2000.0,2064546.0
350,Argentina,1998,Female,Not applicable,Percent,8.0855,1991,96.1,,South America,Rural Female,2000.0,1817243.0
351,Argentina,1998,Female,Not applicable,Percent,8.0855,1991,96.1,,South America,Rural Male,2000.0,2064546.0
352,Argentina,1998,All genders,Not applicable,Percent,7.68929,2011,97.9,,South America,Rural Female,2000.0,1817243.0
353,Argentina,1998,All genders,Not applicable,Percent,7.68929,2011,97.9,,South America,Rural Male,2000.0,2064546.0
354,Argentina,1998,All genders,Not applicable,Percent,7.68929,2010,97.8,,South America,Rural Female,2000.0,1817243.0
355,Argentina,1998,All genders,Not applicable,Percent,7.68929,2010,97.8,,South America,Rural Male,2000.0,2064546.0
356,Argentina,1998,All genders,Not applicable,Percent,7.68929,2001,97.2,,South America,Rural Female,2000.0,1817243.0
357,Argentina,1998,All genders,Not applicable,Percent,7.68929,2001,97.2,,South America,Rural Male,2000.0,2064546.0
358,Argentina,1998,All genders,Not applicable,Percent,7.68929,1991,96.1,,South America,Rural Female,2000.0,1817243.0
359,Argentina,1998,All genders,Not applicable,Percent,7.68929,1991,96.1,,South America,Rural Male,2000.0,2064546.0
360,Argentina,1997,All genders,Not applicable,Percent,23.05012,2011,97.9,,South America,Rural Female,2000.0,1817243.0
361,Argentina,1997,All genders,Not applicable,Percent,23.05012,2011,97.9,,South America,Rural Male,2000.0,2064546.0
362,Argentina,1997,All genders,Not applicable,Percent,23.05012,2010,97.8,,South America,Rural Female,2000.0,1817243.0
363,Argentina,1997,All genders,Not applicable,Percent,23.05012,2010,97.8,,South America,Rural Male,2000.0,2064546.0
364,Argentina,1997,All genders,Not applicable,Percent,23.05012,2001,97.2,,South America,Rural Female,2000.0,1817243.0
365,Argentina,1997,All genders,Not applicable,Percent,23.05012,2001,97.2,,South America,Rural Male,2000.0,2064546.0
366,Argentina,1997,All genders,Not applicable,Percent,23.05012,1991,96.1,,South America,Rural Female,2000.0,1817243.0
367,Argentina,1997,All genders,Not applicable,Percent,23.05012,1991,96.1,,South America,Rural Male,2000.0,2064546.0
368,Argentina,1997,Female,Not applicable,Percent,21.52461,2011,97.9,,South America,Rural Female,2000.0,1817243.0
369,Argentina,1997,Female,Not applicable,Percent,21.52461,2011,97.9,,South America,Rural Male,2000.0,2064546.0
370,Argentina,1997,Female,Not applicable,Percent,21.52461,2010,97.8,,South America,Rural Female,2000.0,1817243.0
371,Argentina,1997,Female,Not applicable,Percent,21.52461,2010,97.8,,South America,Rural Male,2000.0,2064546.0
372,Argentina,1997,Female,Not applicable,Percent,21.52461,2001,97.2,,South America,Rural Female,2000.0,1817243.0
373,Argentina,1997,Female,Not applicable,Percent,21.52461,2001,97.2,,South America,Rural Male,2000.0,2064546.0
374,Argentina,1997,Female,Not applicable,Percent,21.52461,1991,96.1,,South America,Rural Female,2000.0,1817243.0
375,Argentina,1997,Female,Not applicable,Percent,21.52461,1991,96.1,,South America,Rural Male,2000.0,2064546.0
376,Argentina,1997,Male,Not applicable,Percent,24.53989,2011,97.9,,South America,Rural Female,2000.0,1817243.0
377,Argentina,1997,Male,Not applicable,Percent,24.53989,2011,97.9,,South America,Rural Male,2000.0,2064546.0
378,Argentina,1997,Male,Not applicable,Percent,24.53989,2010,97.8,,South America,Rural Female,2000.0,1817243.0
379,Argentina,1997,Male,Not applicable,Percent,24.53989,2010,97.8,,South America,Rural Male,2000.0,2064546.0
380,Argentina,1997,Male,Not applicable,Percent,24.53989,2001,97.2,,South America,Rural Female,2000.0,1817243.0
381,Argentina,1997,Male,Not applicable,Percent,24.53989,2001,97.2,,South America,Rural Male,2000.0,2064546.0
382,Argentina,1997,Male,Not applicable,Percent,24.53989,1991,96.1,,South America,Rural Female,2000.0,1817243.0
383,Argentina,1997,Male,Not applicable,Percent,24.53989,1991,96.1,,South America,Rural Male,2000.0,2064546.0
384,Argentina,1994,All genders,Not applicable,Percent,16.64668,2011,97.9,,South America,Rural Female,2000.0,1817243.0
385,Argentina,1994,All genders,Not applicable,Percent,16.64668,2011,97.9,,South America,Rural Male,2000.0,2064546.0
386,Argentina,1994,All genders,Not applicable,Percent,16.64668,2010,97.8,,South America,Rural Female,2000.0,1817243.0
387,Argentina,1994,All genders,Not applicable,Percent,16.64668,2010,97.8,,South America,Rural Male,2000.0,2064546.0
388,Argentina,1994,All genders,Not applicable,Percent,16.64668,2001,97.2,,South America,Rural Female,2000.0,1817243.0
389,Argentina,1994,All genders,Not applicable,Percent,16.64668,2001,97.2,,South America,Rural Male,2000.0,2064546.0
390,Argentina,1994,All genders,Not applicable,Percent,16.64668,1991,96.1,,South America,Rural Female,2000.0,1817243.0
391,Argentina,1994,All genders,Not applicable,Percent,16.64668,1991,96.1,,South America,Rural Male,2000.0,2064546.0
392,Argentina,1976,All genders,Not applicable,Percent,38.00542,2011,97.9,,South America,Rural Female,2000.0,1817243.0
